reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
he slowly takes a short walk in the open air each day,he slowly takes a short walk in the open air each tem,he slowly takes a short wolk in the open air each tim,"{'mean_confidence': 0.991125762462616, 'min_confidence': 0.5578914284706116, 'max_confidence': 1.0}","{'mean_confidence': 0.9913454055786133, 'min_confidence': 0.5544118881225586, 'max_confidence': 1.0}",9.3,8.476875,0.08333333333333333,0.16666666666666666,"{'original_duration': 9.3, 'adjusted_duration': 8.476875, 'phoneme_stats': {'noi': {'count': 4, 'total_original_duration': 6.8493125, 'total_adjusted_duration': 7.4227866250158065, 'tempo_ratio': 0.922741397}, 'hh': {'count': 1, 'total_original_duration': 0.503, 'total_adjusted_duration': 0.41785234693042594, 'tempo_ratio': 1.2037745}, 'iy': {'count': 3, 'total_original_duration': 1.826, 'total_adjusted_duration': 1.4455465717589293, 'tempo_ratio': 1.263190018}, 's': {'count': 2, 'total_original_duration': 1.1094374999999999, 'total_adjusted_duration': 0.9149259177881808, 'tempo_ratio': 1.212598177}, 'l': {'count': 2, 'total_original_duration': 0.7235, 'total_adjusted_duration': 0.5978928782344743, 'tempo_ratio': 1.210082987}, 'ow': {'count': 2, 'total_original_duration': 1.2540624999999999, 'total_adjusted_duration': 1.1422259759204239, 'tempo_ratio': 1.097911032}, 'tcl': {'count': 1, 'total_original_duration': 0.2411875, 'total_adjusted_duration': 0.22029943862382512, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.2480625, 'total_adjusted_duration': 0.2102220537513594, 'tempo_ratio': 1.180002267}, 'ey': {'count': 2, 'total_original_duration': 1.4608125, 'total_adjusted_duration': 1.2778031889051662, 'tempo_ratio': 1.14322183}, 'kcl': {'count': 2, 'total_original_duration': 0.3858125, 'total_adjusted_duration': 0.2827163488063751, 'tempo_ratio': 1.364662856}, 'k': {'count': 2, 'total_original_duration': 1.2265625, 'total_adjusted_duration': 0.8608389138709143, 'tempo_ratio': 1.424845555}, 'ah': {'count': 3, 'total_original_duration': 0.964625, 'total_adjusted_duration': 0.6075185035162733, 'tempo_ratio': 1.58781172}, 'sh': {'count': 1, 'total_original_duration': 0.5788125, 'total_adjusted_duration': 0.5325089627382196, 'tempo_ratio': 1.086953536}, 'ao': {'count': 2, 'total_original_duration': 2.19125, 'total_adjusted_duration': 1.8382850294708946, 'tempo_ratio': 1.192007749}, 'w': {'count': 1, 'total_original_duration': 0.6408125, 'total_adjusted_duration': 0.5047827607792816, 'tempo_ratio': 1.269481745}, 'ih': {'count': 1, 'total_original_duration': 0.42725, 'total_adjusted_duration': 0.34469451093785547, 'tempo_ratio': 1.239503347}, 'n': {'count': 2, 'total_original_duration': 1.0611875, 'total_adjusted_duration': 0.8710144638391351, 'tempo_ratio': 1.218335107}, 'dh': {'count': 1, 'total_original_duration': 0.227375, 'total_adjusted_duration': 0.15708200993049704, 'tempo_ratio': 1.447492301}, 'pcl': {'count': 1, 'total_original_duration': 0.2894375, 'total_adjusted_duration': 0.21704687681540663, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.323875, 'total_adjusted_duration': 0.2399933602293957, 'tempo_ratio': 1.349516502}, 'eh': {'count': 1, 'total_original_duration': 1.323, 'total_adjusted_duration': 1.0182017962903676, 'tempo_ratio': 1.299349505}, 'r': {'count': 1, 'total_original_duration': 0.565, 'total_adjusted_duration': 0.5096811370036806, 'tempo_ratio': 1.108536218}, 'ch': {'count': 1, 'total_original_duration': 0.5856875, 'total_adjusted_duration': 0.5693308086234382, 'tempo_ratio': 1.028729679}, 'dcl': {'count': 1, 'total_original_duration': 0.372125, 'total_adjusted_duration': 0.3550869844407625, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.2066875, 'total_adjusted_duration': 0.16913583947927796, 'tempo_ratio': 1.222020718}}}",0080.wav
storm,stormes,stornge,"{'mean_confidence': 0.9988452792167664, 'min_confidence': 0.95037841796875, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9788418412208557, 'min_confidence': 0.424691379070282, 'max_confidence': 0.9999997615814209}",1.8,1.7783125,1.0,1.0,"{'original_duration': 1.8, 'adjusted_duration': 1.7783125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.4320625, 'total_adjusted_duration': 2.6356924138302205, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.766375, 'total_adjusted_duration': 0.6320106813091473, 'tempo_ratio': 1.212598177}, 't': {'count': 1, 'total_original_duration': 0.3116875, 'total_adjusted_duration': 0.2641414416875862, 'tempo_ratio': 1.180002267}, 'ao': {'count': 1, 'total_original_duration': 0.3474375, 'total_adjusted_duration': 0.2914725179357873, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.367875, 'total_adjusted_duration': 0.3318565456198744, 'tempo_ratio': 1.108536218}, 'm': {'count': 1, 'total_original_duration': 0.71025, 'total_adjusted_duration': 0.5743644473011741, 'tempo_ratio': 1.236584199}}}",0081.wav
double,dord bo,derd bo,"{'mean_confidence': 0.9677820205688477, 'min_confidence': 0.5721134543418884, 'max_confidence': 0.9999978542327881}","{'mean_confidence': 0.9391794204711914, 'min_confidence': 0.3591507077217102, 'max_confidence': 0.999996542930603}",1.65,1.7255,2.0,2.0,"{'original_duration': 1.65, 'adjusted_duration': 1.7255, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.45425, 'total_adjusted_duration': 2.6597376122705807, 'tempo_ratio': 0.922741397}, 'dcl': {'count': 1, 'total_original_duration': 0.5245625, 'total_adjusted_duration': 0.5005450219031441, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.1685625, 'total_adjusted_duration': 0.13793751408394697, 'tempo_ratio': 1.222020718}, 'ah': {'count': 2, 'total_original_duration': 0.6135625, 'total_adjusted_duration': 0.3864201858895462, 'tempo_ratio': 1.58781172}, 'bcl': {'count': 1, 'total_original_duration': 0.238875, 'total_adjusted_duration': 0.21742292710844918, 'tempo_ratio': 1.098665183}, 'b': {'count': 1, 'total_original_duration': 0.149875, 'total_adjusted_duration': 0.13369314127932766, 'tempo_ratio': 1.121037314}, 'l': {'count': 1, 'total_original_duration': 0.379375, 'total_adjusted_duration': 0.31351155588141494, 'tempo_ratio': 1.210082987}}}",0083.wav
down,dan,dan,"{'mean_confidence': 0.9797649383544922, 'min_confidence': 0.5580434203147888, 'max_confidence': 0.9999977350234985}","{'mean_confidence': 0.9852294921875, 'min_confidence': 0.6992633938789368, 'max_confidence': 0.9999898672103882}",1.35,1.15925,1.0,1.0,"{'original_duration': 1.35, 'adjusted_duration': 1.15925, 'phoneme_stats': {'dcl': {'count': 1, 'total_original_duration': 0.6744375, 'total_adjusted_duration': 0.6435578853040423, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.23375, 'total_adjusted_duration': 0.19128153603038997, 'tempo_ratio': 1.222020718}, 'aw': {'count': 1, 'total_original_duration': 0.5556875, 'total_adjusted_duration': 0.4079836398654024, 'tempo_ratio': 1.362033782}, 'n': {'count': 1, 'total_original_duration': 0.858375, 'total_adjusted_duration': 0.7045475379213546, 'tempo_ratio': 1.218335107}, 'noi': {'count': 1, 'total_original_duration': 1.383375, 'total_adjusted_duration': 1.4992011895181072, 'tempo_ratio': 0.922741397}}}",0084.wav
fee,fo,co,"{'mean_confidence': 0.9551377296447754, 'min_confidence': 0.4382725656032562, 'max_confidence': 0.9999943971633911}","{'mean_confidence': 0.9650169610977173, 'min_confidence': 0.2891353368759155, 'max_confidence': 0.9999933242797852}",1.95,1.907375,1.0,1.0,"{'original_duration': 1.95, 'adjusted_duration': 1.907375, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 2.6624375000000002, 'total_adjusted_duration': 2.8853560798898457, 'tempo_ratio': 0.922741397}, 'f': {'count': 2, 'total_original_duration': 1.632875, 'total_adjusted_duration': 1.380270113047569, 'tempo_ratio': 1.183011198}, 'iy': {'count': 1, 'total_original_duration': 1.05725, 'total_adjusted_duration': 0.8369682984622825, 'tempo_ratio': 1.263190018}}}",0085.wav
glow,glo,clo,"{'mean_confidence': 0.9751086235046387, 'min_confidence': 0.5392194986343384, 'max_confidence': 0.9999926090240479}","{'mean_confidence': 0.9749212861061096, 'min_confidence': 0.26570311188697815, 'max_confidence': 0.9999920129776001}",1.65,1.5318125,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.5318125, 'phoneme_stats': {'gcl': {'count': 1, 'total_original_duration': 1.297375, 'total_adjusted_duration': 1.2331511348947362, 'tempo_ratio': 1.052081098}, 'g': {'count': 1, 'total_original_duration': 0.238875, 'total_adjusted_duration': 0.2046902755883547, 'tempo_ratio': 1.167007076}, 'l': {'count': 1, 'total_original_duration': 0.430875, 'total_adjusted_duration': 0.35607062046894145, 'tempo_ratio': 1.210082987}, 'ow': {'count': 1, 'total_original_duration': 0.960125, 'total_adjusted_duration': 0.8745016417687294, 'tempo_ratio': 1.097911032}, 'noi': {'count': 1, 'total_original_duration': 1.6018125, 'total_adjusted_duration': 1.7359278614872853, 'tempo_ratio': 0.922741397}}}",0086.wav
form,tond,fond,"{'mean_confidence': 0.96634441614151, 'min_confidence': 0.40778911113739014, 'max_confidence': 0.9999873638153076}","{'mean_confidence': 0.9596458673477173, 'min_confidence': 0.43979087471961975, 'max_confidence': 0.9999688863754272}",1.65,1.7196875,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.7196875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.8945, 'total_adjusted_duration': 3.136848535690005, 'tempo_ratio': 0.922741397}, 'f': {'count': 1, 'total_original_duration': 0.3559375, 'total_adjusted_duration': 0.3008741596036862, 'tempo_ratio': 1.183011198}, 'ao': {'count': 1, 'total_original_duration': 0.3934375, 'total_adjusted_duration': 0.330062871092963, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.2950625, 'total_adjusted_duration': 0.26617308050822747, 'tempo_ratio': 1.108536218}, 'm': {'count': 1, 'total_original_duration': 0.590125, 'total_adjusted_duration': 0.47722185070553375, 'tempo_ratio': 1.236584199}}}",0087.wav
warm,tond,wond,"{'mean_confidence': 0.9456820487976074, 'min_confidence': 0.44675591588020325, 'max_confidence': 0.9999494552612305}","{'mean_confidence': 0.9597837328910828, 'min_confidence': 0.38094276189804077, 'max_confidence': 0.9999788999557495}",1.65,1.5134375,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.5134375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.32775, 'total_adjusted_duration': 2.5226461146838526, 'tempo_ratio': 0.922741397}, 'w': {'count': 1, 'total_original_duration': 0.501125, 'total_adjusted_duration': 0.39474770076351123, 'tempo_ratio': 1.269481745}, 'ao': {'count': 1, 'total_original_duration': 0.501125, 'total_adjusted_duration': 0.42040414621499245, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.445, 'total_adjusted_duration': 0.4014302760471467, 'tempo_ratio': 1.108536218}, 'm': {'count': 1, 'total_original_duration': 0.7540625, 'total_adjusted_duration': 0.6097947075579606, 'tempo_ratio': 1.236584199}}}",0088.wav
rave,grave,grave,"{'mean_confidence': 0.9924719929695129, 'min_confidence': 0.6390969753265381, 'max_confidence': 1.0}","{'mean_confidence': 0.9983254671096802, 'min_confidence': 0.888113260269165, 'max_confidence': 1.0}",1.65,1.616125,1.0,1.0,"{'original_duration': 1.65, 'adjusted_duration': 1.616125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.04675, 'total_adjusted_duration': 2.2181187564081943, 'tempo_ratio': 0.922741397}, 'r': {'count': 1, 'total_original_duration': 0.590125, 'total_adjusted_duration': 0.5323461610164549, 'tempo_ratio': 1.108536218}, 'ey': {'count': 1, 'total_original_duration': 1.21775, 'total_adjusted_duration': 1.0651913461099671, 'tempo_ratio': 1.14322183}, 'v': {'count': 1, 'total_original_duration': 0.6744375, 'total_adjusted_duration': 0.4894160750910898, 'tempo_ratio': 1.378045255}}}",0089.wav
warm,wrong,wong,"{'mean_confidence': 0.9836447238922119, 'min_confidence': 0.5803685188293457, 'max_confidence': 0.9999996423721313}","{'mean_confidence': 0.9944555759429932, 'min_confidence': 0.8737924098968506, 'max_confidence': 0.9999996423721313}",1.5,1.4436875,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.4436875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.971375, 'total_adjusted_duration': 2.1364328146643237, 'tempo_ratio': 0.922741397}, 'w': {'count': 1, 'total_original_duration': 0.6514375, 'total_adjusted_duration': 0.5131523179169465, 'tempo_ratio': 1.269481745}, 'ao': {'count': 1, 'total_original_duration': 0.51525, 'total_adjusted_duration': 0.43225390139640774, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.3916875, 'total_adjusted_duration': 0.3533375758409366, 'tempo_ratio': 1.108536218}, 'm': {'count': 1, 'total_original_duration': 0.5833125, 'total_adjusted_duration': 0.47171272321910046, 'tempo_ratio': 1.236584199}}}",0090.wav
sip,ser,shir,"{'mean_confidence': 0.9867057800292969, 'min_confidence': 0.6167861223220825, 'max_confidence': 0.9999902248382568}","{'mean_confidence': 0.95550137758255, 'min_confidence': 0.4370369613170624, 'max_confidence': 0.9999758005142212}",1.5,1.3470625,1.0,1.0,"{'original_duration': 1.5, 'adjusted_duration': 1.3470625, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.3625, 'total_adjusted_duration': 1.476578383098163, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.9281875, 'total_adjusted_duration': 0.7654534845964889, 'tempo_ratio': 1.212598177}, 'ih': {'count': 1, 'total_original_duration': 0.877125, 'total_adjusted_duration': 0.7076423005415249, 'tempo_ratio': 1.239503347}, 'pcl': {'count': 1, 'total_original_duration': 0.81325, 'total_adjusted_duration': 0.6098497000911404, 'tempo_ratio': 1.333525293}, 'p': {'count': 1, 'total_original_duration': 0.13625, 'total_adjusted_duration': 0.10096208516018577, 'tempo_ratio': 1.349516502}}}",0091.wav
twice each day he plays skillfully and with zest upon our small organ,trasi stakes replaced capuly and withthe stepon hal smal organ,trazi staks replaced caperly and withtherstep on al smal organ,"{'mean_confidence': 0.9720447063446045, 'min_confidence': 0.26673510670661926, 'max_confidence': 0.9999994039535522}","{'mean_confidence': 0.9566064476966858, 'min_confidence': 0.34417909383773804, 'max_confidence': 0.9999974966049194}",11.55,9.985,0.8461538461538461,0.8461538461538461,"{'original_duration': 11.55, 'adjusted_duration': 9.985, 'phoneme_stats': {'noi': {'count': 5, 'total_original_duration': 7.4005624999999995, 'total_adjusted_duration': 8.020191273590385, 'tempo_ratio': 0.922741397}, 'tcl': {'count': 2, 'total_original_duration': 0.571875, 'total_adjusted_duration': 0.5223477230909561, 'tempo_ratio': 1.09481668}, 't': {'count': 2, 'total_original_duration': 0.5995, 'total_adjusted_duration': 0.508049871399103, 'tempo_ratio': 1.180002267}, 'w': {'count': 2, 'total_original_duration': 0.6683749999999999, 'total_adjusted_duration': 0.5264943766481651, 'tempo_ratio': 1.269481745}, 'ay': {'count': 1, 'total_original_duration': 0.4548125, 'total_adjusted_duration': 0.43812235801742194, 'tempo_ratio': 1.038094705}, 's': {'count': 4, 'total_original_duration': 1.7915, 'total_adjusted_duration': 1.4774061465540205, 'tempo_ratio': 1.212598177}, 'iy': {'count': 3, 'total_original_duration': 2.508125, 'total_adjusted_duration': 1.9855484640158072, 'tempo_ratio': 1.263190018}, 'dcl': {'count': 2, 'total_original_duration': 0.379, 'total_adjusted_duration': 0.3616472075325468, 'tempo_ratio': 1.047982653}, 'ch': {'count': 1, 'total_original_duration': 0.8475, 'total_adjusted_duration': 0.8238315830683836, 'tempo_ratio': 1.028729679}, 'd': {'count': 1, 'total_original_duration': 0.3376875, 'total_adjusted_duration': 0.2763353313294644, 'tempo_ratio': 1.222020718}, 'ey': {'count': 2, 'total_original_duration': 1.143875, 'total_adjusted_duration': 1.000571341434234, 'tempo_ratio': 1.14322183}, 'hh': {'count': 1, 'total_original_duration': 0.792375, 'total_adjusted_duration': 0.6582420544711656, 'tempo_ratio': 1.2037745}, 'pcl': {'count': 2, 'total_original_duration': 0.45475, 'total_adjusted_duration': 0.341013404385424, 'tempo_ratio': 1.333525293}, 'p': {'count': 2, 'total_original_duration': 0.8475625, 'total_adjusted_duration': 0.6280490077326969, 'tempo_ratio': 1.349516502}, 'l': {'count': 4, 'total_original_duration': 1.5089375, 'total_adjusted_duration': 1.2469702625444812, 'tempo_ratio': 1.210082987}, 'z': {'count': 2, 'total_original_duration': 0.9301875, 'total_adjusted_duration': 0.6244078207353174, 'tempo_ratio': 1.489711482}, 'kcl': {'count': 1, 'total_original_duration': 0.48925, 'total_adjusted_duration': 0.3585134583600039, 'tempo_ratio': 1.364662856}, 'k': {'count': 1, 'total_original_duration': 0.2963125, 'total_adjusted_duration': 0.20796113582991102, 'tempo_ratio': 1.424845555}, 'ih': {'count': 2, 'total_original_duration': 0.861375, 'total_adjusted_duration': 0.6949355982658754, 'tempo_ratio': 1.239503347}, 'f': {'count': 1, 'total_original_duration': 0.213625, 'total_adjusted_duration': 0.1805773270457242, 'tempo_ratio': 1.183011198}, 'ah': {'count': 3, 'total_original_duration': 1.0405, 'total_adjusted_duration': 0.6553043959141452, 'tempo_ratio': 1.58781172}, 'ae': {'count': 1, 'total_original_duration': 0.5375, 'total_adjusted_duration': 0.42915845288992527, 'tempo_ratio': 1.252451155}, 'n': {'count': 3, 'total_original_duration': 1.157625, 'total_adjusted_duration': 0.9501696153618268, 'tempo_ratio': 1.218335107}, 'dh': {'count': 1, 'total_original_duration': 0.372125, 'total_adjusted_duration': 0.25708254181588214, 'tempo_ratio': 1.447492301}, 'eh': {'count': 1, 'total_original_duration': 0.9991875, 'total_adjusted_duration': 0.768990557317371, 'tempo_ratio': 1.299349505}, 'aa': {'count': 1, 'total_original_duration': 0.5719375, 'total_adjusted_duration': 0.4419350583784902, 'tempo_ratio': 1.294166392}, 'aw': {'count': 1, 'total_original_duration': 0.70975, 'total_adjusted_duration': 0.5210957388720627, 'tempo_ratio': 1.362033782}, 'er': {'count': 1, 'total_original_duration': 0.39275, 'total_adjusted_duration': 0.28721997341516786, 'tempo_ratio': 1.36741883}, 'm': {'count': 1, 'total_original_duration': 0.482375, 'total_adjusted_duration': 0.3900866600026805, 'tempo_ratio': 1.236584199}, 'ao': {'count': 2, 'total_original_duration': 1.49525, 'total_adjusted_duration': 1.2543962077884108, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.55125, 'total_adjusted_duration': 0.4972773925190778, 'tempo_ratio': 1.108536218}, 'gcl': {'count': 1, 'total_original_duration': 0.213625, 'total_adjusted_duration': 0.2030499363652668, 'tempo_ratio': 1.052081098}, 'g': {'count': 1, 'total_original_duration': 0.1860625, 'total_adjusted_duration': 0.15943562282222185, 'tempo_ratio': 1.167007076}}}",0092.wav
dug,dark,dark,"{'mean_confidence': 0.9984490871429443, 'min_confidence': 0.9806499481201172, 'max_confidence': 0.9999970197677612}","{'mean_confidence': 0.9998862743377686, 'min_confidence': 0.9981234669685364, 'max_confidence': 0.9999995231628418}",1.05,0.85875,1.0,1.0,"{'original_duration': 1.05, 'adjusted_duration': 0.85875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.1206874999999998, 'total_adjusted_duration': 1.2145195865749154, 'tempo_ratio': 0.922741397}, 'dcl': {'count': 1, 'total_original_duration': 0.1936875, 'total_adjusted_duration': 0.1848193760130875, 'tempo_ratio': 1.047982653}, 'd': {'count': 1, 'total_original_duration': 0.175875, 'total_adjusted_duration': 0.14392145518436292, 'tempo_ratio': 1.222020718}, 'ah': {'count': 1, 'total_original_duration': 0.9239375, 'total_adjusted_duration': 0.5818936139355364, 'tempo_ratio': 1.58781172}, 'gcl': {'count': 1, 'total_original_duration': 0.0805, 'total_adjusted_duration': 0.07651501405455344, 'tempo_ratio': 1.052081098}, 'g': {'count': 1, 'total_original_duration': 0.3874375, 'total_adjusted_duration': 0.3319924171565177, 'tempo_ratio': 1.167007076}}}",0093.wav
storm,storm,storm,"{'mean_confidence': 0.9936651587486267, 'min_confidence': 0.7779062390327454, 'max_confidence': 0.9999997615814209}","{'mean_confidence': 0.9985285401344299, 'min_confidence': 0.9654389023780823, 'max_confidence': 0.9999997615814209}",1.65,1.653125,0.0,0.0,"{'original_duration': 1.65, 'adjusted_duration': 1.653125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.6954375, 'total_adjusted_duration': 1.8373918256102688, 'tempo_ratio': 0.922741397}, 's': {'count': 1, 'total_original_duration': 0.8009375, 'total_adjusted_duration': 0.6605135280522526, 'tempo_ratio': 1.212598177}, 'tcl': {'count': 1, 'total_original_duration': 0.1685625, 'total_adjusted_duration': 0.15396413215041627, 'tempo_ratio': 1.09481668}, 't': {'count': 1, 'total_original_duration': 0.2014375, 'total_adjusted_duration': 0.17070941779809307, 'tempo_ratio': 1.180002267}, 'ao': {'count': 1, 'total_original_duration': 0.4261875, 'total_adjusted_duration': 0.35753752469943045, 'tempo_ratio': 1.192007749}, 'r': {'count': 1, 'total_original_duration': 0.47775, 'total_adjusted_duration': 0.4309737401832008, 'tempo_ratio': 1.108536218}, 'm': {'count': 1, 'total_original_duration': 0.75875, 'total_adjusted_duration': 0.6135853916082589, 'tempo_ratio': 1.236584199}}}",0094.wav
