reference_text,original_transcription,adjusted_transcription,original_confidence,adjusted_confidence,original_duration,adjusted_duration,original_wer,adjusted_wer,phoneme_analysis,wav_file
BRIGHT SUNSHINE SHIMMERS ON THE OCEAN,BUT FUN TRI TWIMEN AND THEN THE OIN,BYT FOMTINE KEP WOMEN AN THE ODY,"{'mean_confidence': 0.9384053945541382, 'min_confidence': 0.3556206524372101, 'max_confidence': 0.9999991655349731}","{'mean_confidence': 0.9369670152664185, 'min_confidence': 0.370263010263443, 'max_confidence': 0.9999996423721313}",8.915,6.7214375,1.1666666666666667,1.0,"{'original_duration': 8.915, 'adjusted_duration': 6.7214375, 'phoneme_stats': {'noi': {'count': 4, 'total_original_duration': 4.04, 'total_adjusted_duration': 3.832366811688233, 'tempo_ratio': 1.05417884}, 'bcl': {'count': 1, 'total_original_duration': 0.1625, 'total_adjusted_duration': 0.1007457177569237, 'tempo_ratio': 1.612971783}, 'b': {'count': 1, 'total_original_duration': 0.0575, 'total_adjusted_duration': 0.034366127999305766, 'tempo_ratio': 1.673159106}, 'ay': {'count': 2, 'total_original_duration': 0.36, 'total_adjusted_duration': 0.2644562475169257, 'tempo_ratio': 1.361283779}, 'dcl': {'count': 2, 'total_original_duration': 0.57, 'total_adjusted_duration': 0.36586283516551515, 'tempo_ratio': 1.557960922}, 'th': {'count': 1, 'total_original_duration': 0.2125, 'total_adjusted_duration': 0.1477375983529342, 'tempo_ratio': 1.438361002}, 's': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.05192851030354314, 'tempo_ratio': 1.685008861}, 'ah': {'count': 2, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.0896268961658379, 'tempo_ratio': 2.119899362}, 'n': {'count': 6, 'total_original_duration': 0.9125, 'total_adjusted_duration': 0.5250373242704607, 'tempo_ratio': 1.737971679}, 'tcl': {'count': 3, 'total_original_duration': 0.3775, 'total_adjusted_duration': 0.22532972465779677, 'tempo_ratio': 1.675322688}, 't': {'count': 4, 'total_original_duration': 0.3375, 'total_adjusted_duration': 0.20485796412816867, 'tempo_ratio': 1.647482935}, 'jh': {'count': 1, 'total_original_duration': 0.0525, 'total_adjusted_duration': 0.027533304656356384, 'tempo_ratio': 1.906781647}, 'ih': {'count': 2, 'total_original_duration': 0.2225, 'total_adjusted_duration': 0.13365607998822732, 'tempo_ratio': 1.664720378}, 'm': {'count': 2, 'total_original_duration': 0.2975, 'total_adjusted_duration': 0.1697961378086024, 'tempo_ratio': 1.752101101}, 'w': {'count': 1, 'total_original_duration': 0.055, 'total_adjusted_duration': 0.03133098622016173, 'tempo_ratio': 1.755450646}, 'er': {'count': 1, 'total_original_duration': 0.19, 'total_adjusted_duration': 0.09386334659850327, 'tempo_ratio': 2.024219324}, 'aa': {'count': 1, 'total_original_duration': 0.4375, 'total_adjusted_duration': 0.233707766080648, 'tempo_ratio': 1.871995986}, 'dh': {'count': 2, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.04369610642957476, 'tempo_ratio': 2.231320087}, 'eh': {'count': 1, 'total_original_duration': 0.065, 'total_adjusted_duration': 0.04108136515709839, 'tempo_ratio': 1.582225901}, 'ow': {'count': 1, 'total_original_duration': 0.08, 'total_adjusted_duration': 0.04901770173934572, 'tempo_ratio': 1.632063462}, 'uw': {'count': 1, 'total_original_duration': 0.1, 'total_adjusted_duration': 0.05539546733280322, 'tempo_ratio': 1.805201848}}}",0189.wav
WHERE WERE YOU WHILE WE WERE AWAY,WEL MUWER YOUON A WHY ON WE WE WELWE,WEL MULER YOU WON WI HUN WE WE OWIT,"{'mean_confidence': 0.946366548538208, 'min_confidence': 0.3403155505657196, 'max_confidence': 0.9999978542327881}","{'mean_confidence': 0.9350314736366272, 'min_confidence': 0.32516297698020935, 'max_confidence': 0.9999973773956299}",10.275,7.5679375,1.1428571428571428,1.0,"{'original_duration': 10.275, 'adjusted_duration': 7.5679375, 'phoneme_stats': {'noi': {'count': 4, 'total_original_duration': 4.3225, 'total_adjusted_duration': 4.100347906812472, 'tempo_ratio': 1.05417884}, 'w': {'count': 10, 'total_original_duration': 1.3550000000000002, 'total_adjusted_duration': 0.7718815696058025, 'tempo_ratio': 1.755450646}, 'eh': {'count': 2, 'total_original_duration': 0.39, 'total_adjusted_duration': 0.2464881909425903, 'tempo_ratio': 1.582225901}, 'r': {'count': 2, 'total_original_duration': 0.3075, 'total_adjusted_duration': 0.19623817381334913, 'tempo_ratio': 1.566973408}, 'uw': {'count': 6, 'total_original_duration': 1.5350000000000001, 'total_adjusted_duration': 0.8503204235585293, 'tempo_ratio': 1.805201848}, 'm': {'count': 1, 'total_original_duration': 0.5075, 'total_adjusted_duration': 0.2896522350852629, 'tempo_ratio': 1.752101101}, 'y': {'count': 1, 'total_original_duration': 0.1375, 'total_adjusted_duration': 0.07081159445708139, 'tempo_ratio': 1.941772404}, 'ay': {'count': 2, 'total_original_duration': 0.2975, 'total_adjusted_duration': 0.21854370454523722, 'tempo_ratio': 1.361283779}, 'l': {'count': 2, 'total_original_duration': 0.6825, 'total_adjusted_duration': 0.3793255216623104, 'tempo_ratio': 1.799246191}, 'iy': {'count': 2, 'total_original_duration': 0.2625, 'total_adjusted_duration': 0.16875050352739532, 'tempo_ratio': 1.555550914}, 'er': {'count': 1, 'total_original_duration': 0.07, 'total_adjusted_duration': 0.03458123295734331, 'tempo_ratio': 2.024219324}, 'ah': {'count': 1, 'total_original_duration': 0.1, 'total_adjusted_duration': 0.047172050613598894, 'tempo_ratio': 2.119899362}, 'ey': {'count': 1, 'total_original_duration': 0.2975, 'total_adjusted_duration': 0.19382216609213368, 'tempo_ratio': 1.534912162}}}",0190.wav
WILL ROBIN WEAR A YELLOW LILY,WO ALABIN WI HOW YE HAVE LILY,WOLADNT WE HOW YE EVR LIVY,"{'mean_confidence': 0.9401739835739136, 'min_confidence': 0.31652554869651794, 'max_confidence': 0.9999957084655762}","{'mean_confidence': 0.9171230792999268, 'min_confidence': 0.270709753036499, 'max_confidence': 0.9999953508377075}",6.615,4.9161875,1.0,1.0,"{'original_duration': 6.615, 'adjusted_duration': 4.9161875, 'phoneme_stats': {'noi': {'count': 3, 'total_original_duration': 2.9575, 'total_adjusted_duration': 2.805501199398007, 'tempo_ratio': 1.05417884}, 'w': {'count': 3, 'total_original_duration': 0.52, 'total_adjusted_duration': 0.2962202333542563, 'tempo_ratio': 1.755450646}, 'ao': {'count': 1, 'total_original_duration': 0.14, 'total_adjusted_duration': 0.08119764705945537, 'tempo_ratio': 1.724187893}, 'ih': {'count': 3, 'total_original_duration': 0.3125, 'total_adjusted_duration': 0.1877192134666114, 'tempo_ratio': 1.664720378}, 'l': {'count': 4, 'total_original_duration': 0.525, 'total_adjusted_duration': 0.2917888628171619, 'tempo_ratio': 1.799246191}, 'r': {'count': 1, 'total_original_duration': 0.055, 'total_adjusted_duration': 0.035099510763363255, 'tempo_ratio': 1.566973408}, 'aa': {'count': 1, 'total_original_duration': 0.1225, 'total_adjusted_duration': 0.06543817450258144, 'tempo_ratio': 1.871995986}, 'bcl': {'count': 1, 'total_original_duration': 0.0725, 'total_adjusted_duration': 0.04494808946078134, 'tempo_ratio': 1.612971783}, 'b': {'count': 1, 'total_original_duration': 0.0275, 'total_adjusted_duration': 0.01643597426053754, 'tempo_ratio': 1.673159106}, 'n': {'count': 1, 'total_original_duration': 0.16, 'total_adjusted_duration': 0.09206133905016298, 'tempo_ratio': 1.737971679}, 'eh': {'count': 2, 'total_original_duration': 0.6275, 'total_adjusted_duration': 0.3965931790166037, 'tempo_ratio': 1.582225901}, 'ah': {'count': 1, 'total_original_duration': 0.2975, 'total_adjusted_duration': 0.1403368505754567, 'tempo_ratio': 2.119899362}, 'y': {'count': 1, 'total_original_duration': 0.3275, 'total_adjusted_duration': 0.16866034316141204, 'tempo_ratio': 1.941772404}, 'iy': {'count': 1, 'total_original_duration': 0.4575, 'total_adjusted_duration': 0.2941080204334604, 'tempo_ratio': 1.555550914}}}",0191.wav
WHITE,WHAT,LATE,"{'mean_confidence': 0.9741089344024658, 'min_confidence': 0.38694489002227783, 'max_confidence': 0.9999970197677612}","{'mean_confidence': 0.9862265586853027, 'min_confidence': 0.5820460319519043, 'max_confidence': 0.9999860525131226}",2.665,2.3335,1.0,1.0,"{'original_duration': 2.665, 'adjusted_duration': 2.3335, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.0774999999999997, 'total_adjusted_duration': 1.9707282305154217, 'tempo_ratio': 1.05417884}, 'w': {'count': 1, 'total_original_duration': 0.2, 'total_adjusted_duration': 0.11393085898240629, 'tempo_ratio': 1.755450646}, 'ay': {'count': 1, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.115699608288655, 'tempo_ratio': 1.361283779}, 'tcl': {'count': 1, 'total_original_duration': 0.0425, 'total_adjusted_duration': 0.025368247146904277, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.1775, 'total_adjusted_duration': 0.10774011446740721, 'tempo_ratio': 1.647482935}}}",0192.wav
DELTA,DO,,"{'mean_confidence': 0.9756833910942078, 'min_confidence': 0.5022606253623962, 'max_confidence': 0.9999954700469971}","{'mean_confidence': 0.9701350927352905, 'min_confidence': 0.37098756432533264, 'max_confidence': 0.9999948740005493}",2.695,2.2616875,1.0,1.0,"{'original_duration': 2.695, 'adjusted_duration': 2.2616875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.9625000000000001, 'total_adjusted_duration': 1.8616385811728113, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 1, 'total_original_duration': 0.0775, 'total_adjusted_duration': 0.04974450829004812, 'tempo_ratio': 1.557960922}, 'd': {'count': 1, 'total_original_duration': 0.04, 'total_adjusted_duration': 0.022341173306434144, 'tempo_ratio': 1.790416262}, 'eh': {'count': 1, 'total_original_duration': 0.08, 'total_adjusted_duration': 0.05056168019335186, 'tempo_ratio': 1.582225901}, 'l': {'count': 1, 'total_original_duration': 0.0825, 'total_adjusted_duration': 0.04585253558555401, 'tempo_ratio': 1.799246191}, 'tcl': {'count': 1, 'total_original_duration': 0.1175, 'total_adjusted_duration': 0.07013574211202946, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.06, 'total_adjusted_duration': 0.036419193622785534, 'tempo_ratio': 1.647482935}, 'ah': {'count': 1, 'total_original_duration': 0.265, 'total_adjusted_duration': 0.12500593412603708, 'tempo_ratio': 2.119899362}}}",0193.wav
IF YOU DESTROY CONFIDENCE IN BANKS YOU DO SOMETHING TO THE ECONOMY HE SAID,IF YOU INTNDIDITE COBEDINININBEN YOU DO THUMDING TO THY CRAMINY HE DAID,IF YOU UNIN TE TI DRAT CONDIDIN IN INVENT YOU DO NOTHING TO THY GRAMAISH HE DO,"{'mean_confidence': 0.943329393863678, 'min_confidence': 0.3243117034435272, 'max_confidence': 0.9999988079071045}","{'mean_confidence': 0.9046181440353394, 'min_confidence': 0.27851226925849915, 'max_confidence': 0.9999940395355225}",16.19,10.9944375,0.5714285714285714,0.7142857142857143,"{'original_duration': 16.19, 'adjusted_duration': 10.9944375, 'phoneme_stats': {'noi': {'count': 5, 'total_original_duration': 4.5525, 'total_adjusted_duration': 4.318527205497693, 'tempo_ratio': 1.05417884}, 'ih': {'count': 9, 'total_original_duration': 1.5325000000000002, 'total_adjusted_duration': 0.9205750228402623, 'tempo_ratio': 1.664720378}, 'p': {'count': 1, 'total_original_duration': 0.07, 'total_adjusted_duration': 0.042751326631837734, 'tempo_ratio': 1.637376089}, 'dcl': {'count': 4, 'total_original_duration': 0.3875, 'total_adjusted_duration': 0.2487225414502406, 'tempo_ratio': 1.557960922}, 'd': {'count': 7, 'total_original_duration': 0.46499999999999997, 'total_adjusted_duration': 0.2597161396872969, 'tempo_ratio': 1.790416262}, 'iy': {'count': 3, 'total_original_duration': 0.5725, 'total_adjusted_duration': 0.368036812454986, 'tempo_ratio': 1.555550914}, 'y': {'count': 3, 'total_original_duration': 0.455, 'total_adjusted_duration': 0.23432200347616022, 'tempo_ratio': 1.941772404}, 'uw': {'count': 4, 'total_original_duration': 2.1975, 'total_adjusted_duration': 1.2173153946383508, 'tempo_ratio': 1.805201848}, 'n': {'count': 9, 'total_original_duration': 2.16, 'total_adjusted_duration': 1.2428280771772002, 'tempo_ratio': 1.737971679}, 'tcl': {'count': 2, 'total_original_duration': 0.375, 'total_adjusted_duration': 0.22383747482562594, 'tempo_ratio': 1.675322688}, 't': {'count': 2, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.09560038325981204, 'tempo_ratio': 1.647482935}, 'w': {'count': 1, 'total_original_duration': 0.06, 'total_adjusted_duration': 0.03417925769472188, 'tempo_ratio': 1.755450646}, 'oy': {'count': 1, 'total_original_duration': 0.2375, 'total_adjusted_duration': 0.12414652654163011, 'tempo_ratio': 1.913061981}, 'kcl': {'count': 1, 'total_original_duration': 0.045, 'total_adjusted_duration': 0.022876746535318133, 'tempo_ratio': 1.967062927}, 'k': {'count': 2, 'total_original_duration': 0.425, 'total_adjusted_duration': 0.21397844878543895, 'tempo_ratio': 1.98618133}, 'aa': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.08146384989096873, 'tempo_ratio': 1.871995986}, 'b': {'count': 1, 'total_original_duration': 0.0725, 'total_adjusted_duration': 0.043331204868689875, 'tempo_ratio': 1.673159106}, 'ae': {'count': 1, 'total_original_duration': 0.1575, 'total_adjusted_duration': 0.08996702513171953, 'tempo_ratio': 1.750641413}, 'ng': {'count': 2, 'total_original_duration': 0.6325000000000001, 'total_adjusted_duration': 0.30218046342065263, 'tempo_ratio': 2.093120094}, 'dh': {'count': 1, 'total_original_duration': 0.0425, 'total_adjusted_duration': 0.0190470207513531, 'tempo_ratio': 2.231320087}, 'ah': {'count': 3, 'total_original_duration': 0.3, 'total_adjusted_duration': 0.1415161518407967, 'tempo_ratio': 2.119899362}, 'ay': {'count': 1, 'total_original_duration': 0.415, 'total_adjusted_duration': 0.30485928533201156, 'tempo_ratio': 1.361283779}, 'z': {'count': 1, 'total_original_duration': 0.095, 'total_adjusted_duration': 0.04000198079703143, 'tempo_ratio': 2.374882396}, 'eh': {'count': 2, 'total_original_duration': 0.22, 'total_adjusted_duration': 0.13904462053171762, 'tempo_ratio': 1.582225901}, 'm': {'count': 1, 'total_original_duration': 0.07, 'total_adjusted_duration': 0.03995203242555351, 'tempo_ratio': 1.752101101}, 'hh': {'count': 1, 'total_original_duration': 0.1775, 'total_adjusted_duration': 0.12318361380617097, 'tempo_ratio': 1.440938405}, 'th': {'count': 1, 'total_original_duration': 0.1475, 'total_adjusted_duration': 0.10254727415086022, 'tempo_ratio': 1.438361002}}}",0194.wav
SUIT,FOD,FID,"{'mean_confidence': 0.9813224673271179, 'min_confidence': 0.4243936538696289, 'max_confidence': 0.99998939037323}","{'mean_confidence': 0.980119526386261, 'min_confidence': 0.3370998501777649, 'max_confidence': 0.999976396560669}",2.76,2.412,1.0,1.0,"{'original_duration': 2.76, 'adjusted_duration': 2.412, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.1550000000000002, 'total_adjusted_duration': 2.044245168115877, 'tempo_ratio': 1.05417884}, 'dcl': {'count': 1, 'total_original_duration': 0.1725, 'total_adjusted_duration': 0.11072164748430063, 'tempo_ratio': 1.557960922}, 'th': {'count': 1, 'total_original_duration': 0.075, 'total_adjusted_duration': 0.05214268177162384, 'tempo_ratio': 1.438361002}, 'uw': {'count': 1, 'total_original_duration': 0.0975, 'total_adjusted_duration': 0.054010580649483136, 'tempo_ratio': 1.805201848}, 'tcl': {'count': 1, 'total_original_duration': 0.085, 'total_adjusted_duration': 0.050736494293808554, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.165, 'total_adjusted_duration': 0.10015278246266024, 'tempo_ratio': 1.647482935}}}",0195.wav
MENU,MENU,MENEU,"{'mean_confidence': 0.9777480959892273, 'min_confidence': 0.40870559215545654, 'max_confidence': 0.9999978542327881}","{'mean_confidence': 0.9679615497589111, 'min_confidence': 0.3265479505062103, 'max_confidence': 0.9999887943267822}",2.405,2.036875,0.0,1.0,"{'original_duration': 2.405, 'adjusted_duration': 2.036875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.775875, 'total_adjusted_duration': 1.6846050524026832, 'tempo_ratio': 1.05417884}, 'm': {'count': 1, 'total_original_duration': 0.13125, 'total_adjusted_duration': 0.07491006079791282, 'tempo_ratio': 1.752101101}, 'eh': {'count': 1, 'total_original_duration': 0.1139375, 'total_adjusted_duration': 0.07201089296287534, 'tempo_ratio': 1.582225901}, 'n': {'count': 1, 'total_original_duration': 0.0743125, 'total_adjusted_duration': 0.042758176613532727, 'tempo_ratio': 1.737971679}, 'y': {'count': 1, 'total_original_duration': 0.0891875, 'total_adjusted_duration': 0.04593097513193416, 'tempo_ratio': 1.941772404}, 'uw': {'count': 1, 'total_original_duration': 0.2105, 'total_adjusted_duration': 0.11660745873555077, 'tempo_ratio': 1.805201848}}}",0196.wav
ERROR,HARE,HELA,"{'mean_confidence': 0.968920111656189, 'min_confidence': 0.4986366331577301, 'max_confidence': 0.9999979734420776}","{'mean_confidence': 0.9687451124191284, 'min_confidence': 0.3233150839805603, 'max_confidence': 0.999998927116394}",2.54,2.13575,1.0,1.0,"{'original_duration': 2.54, 'adjusted_duration': 2.13575, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.7525, 'total_adjusted_duration': 1.6624313954167396, 'tempo_ratio': 1.05417884}, 'hh': {'count': 1, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.16829310618589557, 'tempo_ratio': 1.440938405}, 'eh': {'count': 1, 'total_original_duration': 0.2375, 'total_adjusted_duration': 0.15010498807401332, 'tempo_ratio': 1.582225901}, 'r': {'count': 1, 'total_original_duration': 0.0875, 'total_adjusted_duration': 0.055840130759896085, 'tempo_ratio': 1.566973408}, 'ah': {'count': 1, 'total_original_duration': 0.21, 'total_adjusted_duration': 0.09906130628855767, 'tempo_ratio': 2.119899362}}}",0197.wav
LIGHT,LITE,LIT,"{'mean_confidence': 0.9776275753974915, 'min_confidence': 0.4820045232772827, 'max_confidence': 0.9999942779541016}","{'mean_confidence': 0.978952169418335, 'min_confidence': 0.5243322253227234, 'max_confidence': 0.9999902248382568}",2.335,2.0301875,1.0,1.0,"{'original_duration': 2.335, 'adjusted_duration': 2.0301875, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.7770625, 'total_adjusted_duration': 1.6857315216078517, 'tempo_ratio': 1.05417884}, 'l': {'count': 1, 'total_original_duration': 0.15875, 'total_adjusted_duration': 0.08823139423280847, 'tempo_ratio': 1.799246191}, 'ay': {'count': 1, 'total_original_duration': 0.15625, 'total_adjusted_duration': 0.11478135742922123, 'tempo_ratio': 1.361283779}, 'tcl': {'count': 1, 'total_original_duration': 0.0240625, 'total_adjusted_duration': 0.014362904634644331, 'tempo_ratio': 1.675322688}, 't': {'count': 1, 'total_original_duration': 0.20925, 'total_adjusted_duration': 0.12701193775946457, 'tempo_ratio': 1.647482935}}}",0198.wav
HEAR,HERE,HERE,"{'mean_confidence': 0.9961243867874146, 'min_confidence': 0.7374275922775269, 'max_confidence': 0.9999955892562866}","{'mean_confidence': 0.9861351847648621, 'min_confidence': 0.5689017176628113, 'max_confidence': 0.9999948740005493}",2.8,2.4439375,1.0,1.0,"{'original_duration': 2.8, 'adjusted_duration': 2.4439375, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 2.09, 'total_adjusted_duration': 1.98258580109614, 'tempo_ratio': 1.05417884}, 'hh': {'count': 1, 'total_original_duration': 0.2425, 'total_adjusted_duration': 0.16829310618589557, 'tempo_ratio': 1.440938405}, 'iy': {'count': 1, 'total_original_duration': 0.235, 'total_adjusted_duration': 0.15107187934833485, 'tempo_ratio': 1.555550914}, 'r': {'count': 1, 'total_original_duration': 0.2225, 'total_adjusted_duration': 0.1419934753608786, 'tempo_ratio': 1.566973408}}}",0199.wav
SIGH,THI,THI,"{'mean_confidence': 0.9873613119125366, 'min_confidence': 0.7429946064949036, 'max_confidence': 0.9999978542327881}","{'mean_confidence': 0.9802552461624146, 'min_confidence': 0.5248051881790161, 'max_confidence': 0.9999951124191284}",2.655,2.2883125,1.0,1.0,"{'original_duration': 2.655, 'adjusted_duration': 2.2883125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.87, 'total_adjusted_duration': 1.773892558875494, 'tempo_ratio': 1.05417884}, 'f': {'count': 1, 'total_original_duration': 0.2125, 'total_adjusted_duration': 0.13031548356283923, 'tempo_ratio': 1.630658109}, 'l': {'count': 1, 'total_original_duration': 0.1525, 'total_adjusted_duration': 0.08475771729450893, 'tempo_ratio': 1.799246191}, 'ay': {'count': 1, 'total_original_duration': 0.4075, 'total_adjusted_duration': 0.2993497801754089, 'tempo_ratio': 1.361283779}}}",0200.wav
HERE,AER,AM HERE,"{'mean_confidence': 0.9408007264137268, 'min_confidence': 0.40744009613990784, 'max_confidence': 0.9999985694885254}","{'mean_confidence': 0.9592049717903137, 'min_confidence': 0.4048248827457428, 'max_confidence': 0.9999984502792358}",2.5,2.135125,1.0,1.0,"{'original_duration': 2.5, 'adjusted_duration': 2.135125, 'phoneme_stats': {'noi': {'count': 2, 'total_original_duration': 1.68, 'total_adjusted_duration': 1.593657486048572, 'tempo_ratio': 1.05417884}, 'hh': {'count': 2, 'total_original_duration': 0.4275, 'total_adjusted_duration': 0.29668166142049635, 'tempo_ratio': 1.440938405}, 'iy': {'count': 1, 'total_original_duration': 0.145, 'total_adjusted_duration': 0.09321456385322789, 'tempo_ratio': 1.555550914}, 'r': {'count': 1, 'total_original_duration': 0.2375, 'total_adjusted_duration': 0.15156606920543222, 'tempo_ratio': 1.566973408}}}",0201.wav
